Latitude,Longitude,Location,Municipality,Month,Region,Year,Crash Count
49.328629,-123.160238,17TH ST & MARINE DR,WEST VANCOUVER,JULY,Lower Mainland,2017,2
49.872784,-119.476066,GORDON DR & GUISACHAN RD,KELOWNA,JUNE,Southern Interior,2020,1
49.883241,-119.437713,DILWORTH DR & ENTERPRISE WAY,KELOWNA,MAY,Southern Interior,2018,1
49.883621,-119.48276,ETHEL ST & HARVEY AVE,KELOWNA,DECEMBER,Southern Interior,2019,1
49.886271,-119.477006,BERNARD AVE & GORDON DR,KELOWNA,MAY,Southern Interior,2021,1
49.886307,-119.497955,BERNARD AVE & MILL ST,KELOWNA,AUGUST,Southern Interior,2018,1
49.973072,-125.22285,HILCHEY RD,CAMPBELL RIVER,AUGUST,Vancouver Island,2018,1
51.642619,-121.297482,TAYLOR AVE,100 MILE HOUSE,OCTOBER,North Central,2019,1
52.127366,-122.12787,CHILCOTIN-BELLA COOLA HWY 20 & HWY 20 & HWY 97 N & HWY 97 S & OLIVER ST & TURNING LANE,WILLIAMS LAKE,JULY,North Central,2021,1
53.910351,-122.796424,15TH AVE & 15TH AVE FRTG & NATION CRES,PRINCE GEORGE,OCTOBER,North Central,2017,1
48.407874,-123.357899,COOK ST & DALLAS RD,VICTORIA,OCTOBER,Vancouver Island,2020,1
48.415792,-123.359313,PENDERGAST ST & VANCOUVER ST,VICTORIA,JUNE,Vancouver Island,2018,1
48.41889,-123.361325,HUMBOLDT ST & QUADRA ST,VICTORIA,SEPTEMBER,Vancouver Island,2020,1
48.426082,-123.338043,BELMONT AVE & FORT ST,VICTORIA,MARCH,Vancouver Island,2021,1
48.426439,-123.330228,OAK BAY AVE & RICHMOND AVE,VICTORIA,SEPTEMBER,Vancouver Island,2019,1
48.427723,-123.361624,BLANSHARD ST & PANDORA AVE,VICTORIA,SEPTEMBER,Vancouver Island,2017,1
48.430544,-123.387818,ESQUIMALT RD & SPRINGFIELD ST & WILLIAM ST,VICTORIA,OCTOBER,Vancouver Island,2021,1
48.433916,-123.515225,JACKLIN RD & SOOKE RD,COLWOOD,MAY,Vancouver Island,2017,1
48.435581,-123.362734,BAY ST & BLANSHARD ST & TURNING LANE,VICTORIA,OCTOBER,Vancouver Island,2017,1
48.439803,-123.393999,ARM ST & CRAIGFLOWER RD,VICTORIA,DECEMBER,Vancouver Island,2018,2
48.441095,-123.347249,GROSVENOR RD & HILLSIDE AVE,VICTORIA,SEPTEMBER,Vancouver Island,2017,1
48.441967,-123.321957,FOUL BAY RD & NEIL ST,SAANICH,NOVEMBER,Vancouver Island,2018,1
48.443908,-123.390479,GORGE RD E & GORGE RD W & HARRIET RD,SAANICH,NOVEMBER,Vancouver Island,2020,1
48.445129,-123.467084,GALLOPING GOOSE TRAIL & ISLAND HWY & OCEAN BLVD & WALE RD & BUS LANE & TURNING LANE,COLWOOD,JULY,Vancouver Island,2017,1
48.447118,-123.5195,DUNFORD AVE & LEIGH RD,LANGFORD,JUNE,Vancouver Island,2018,1
48.447427,-123.495547,E RAIL TRAIL & GOLDSTREAM AVE & VETERANS MEMORIAL PKY & TURNING LANE,LANGFORD,APRIL,Vancouver Island,2020,1
48.448149,-123.333189,NORTH DAIRY RD & SHELBOURNE ST,VICTORIA,MARCH,Vancouver Island,2017,1
48.452044,-123.42617,ISLAND HWY & SHORELINE DR,VIEW ROYAL,MARCH,Vancouver Island,2020,1
48.463355,-123.385842,CAREY RD & TILLICUM RD,SAANICH,MARCH,Vancouver Island,2019,1
48.463534,-123.320782,GORDON HEAD RD & MIDGARD AVE,OAK BAY,OCTOBER,Vancouver Island,2018,1
48.463876,-123.430932,HELMCKEN RD & TRANS-CANADA HWY,VIEW ROYAL,NOVEMBER,Vancouver Island,2019,1
48.479472,-123.307333,ARBUTUS RD & GORDON HEAD RD,SAANICH,FEBRUARY,Vancouver Island,2021,1
48.509006,-123.410879,OLD WEST SAANICH RD & WEST SAANICH RD,SAANICH,SEPTEMBER,Vancouver Island,2018,1
48.619097,-123.416578,EAST SAANICH RD & LOWE RD,NORTH SAANICH,JANUARY,Vancouver Island,2017,1
48.780779,-123.671568,MAPLE BAY RD & TZOUHALEM RD,DUNCAN,MARCH,Vancouver Island,2021,1
48.824469,-123.460124,BEDDIS RD,SALT SPRING ISLAND,JUNE,Vancouver Island,2019,1
49.048987,-122.290332,ESSENDENE AVE & MONTROSE AVE,ABBOTSFORD,MAY,Lower Mainland,2018,1
49.057584,-122.403618,FRASER HWY & ROSS RD,ABBOTSFORD,SEPTEMBER,Lower Mainland,2018,1
49.061292,-122.813026,148 ST & 32A AVE & KING GEORGE BLVD,SURREY,OCTOBER,Lower Mainland,2020,1
49.082213,-122.581347,232 ST & FRASER HWY,LANGLEY,JUNE,Lower Mainland,2018,1
49.089417,-122.624744,216 ST & 48 AVE & OLD YALE RD,LANGLEY,OCTOBER,Lower Mainland,2018,1
49.111881,-122.645899,GLOVER RD & LANGLEY BYPASS & TURNING LANE,LANGLEY,JULY,Lower Mainland,2021,1
49.118928,-122.581664,232 ST & 64 AVE,LANGLEY,AUGUST,Lower Mainland,2018,1
49.119042,-122.845493,64 AVE & KING GEORGE BLVD & TURNING LANE,SURREY,MAY,Lower Mainland,2018,1
49.13352,-122.668321,200 ST & 72 AVE,LANGLEY,JUNE,Lower Mainland,2021,1
49.133576,-122.838651,138 ST & 72 AVE,SURREY,DECEMBER,Lower Mainland,2019,1
49.140877,-122.848446,135 ST & 76 AVE,SURREY,MAY,Lower Mainland,2019,1
49.140997,-122.863742,129A ST & 76 AVE,SURREY,MARCH,Lower Mainland,2018,1
49.141025,-122.867918,128 ST & 76 AVE,SURREY,JUNE,Lower Mainland,2017,1
49.154087,-122.657007,204 ST & 83A AVE,LANGLEY,OCTOBER,Lower Mainland,2021,1
49.155579,-123.136646,BLUNDELL RD & NO 3 RD,RICHMOND,JUNE,Lower Mainland,2017,1
49.155651,-123.174811,BLUNDELL RD & EPERSON RD,RICHMOND,OCTOBER,Lower Mainland,2020,1
49.162737,-123.140216,GRANVILLE AVE & MINORU BLVD,RICHMOND,JULY,Lower Mainland,2017,1
49.165852,-123.939981,BASTION ST & FITZWILLIAM ST & WALLACE ST,NANAIMO,DECEMBER,Vancouver Island,2017,1
49.169353,-121.971193,ASHWELL RD & HODGINS AVE & WOLFE RD,CHILLIWACK,AUGUST,Lower Mainland,2019,1
49.170123,-123.069213,NO 6 RD & WESTMINSTER HWY & WESTMINSTER HWY FRTG,RICHMOND,AUGUST,Lower Mainland,2017,1
49.188864,-122.806439,102A AVE & 150 ST,SURREY,APRIL,Lower Mainland,2021,1
49.191415,-122.834177,104 AVE & 140 ST,SURREY,JANUARY,Lower Mainland,2020,1
49.191487,-122.832144,104 AVE & 140B ST,SURREY,MAY,Lower Mainland,2018,1
49.191498,-122.800899,104 AVE & 152 ST,SURREY,JULY,Lower Mainland,2020,1
49.203608,-123.12743,SHAUGHNESSY ST & W KENT AVE S,VANCOUVER,SEPTEMBER,Lower Mainland,2021,1
49.025128,-122.398795,ECHO RD & PEARDONVILLE RD,ABBOTSFORD,APRIL,Lower Mainland,2017,1
49.048964,-122.2877,ESSENDENE AVE & GLADYS AVE,ABBOTSFORD,APRIL,Lower Mainland,2017,1
49.060107,-122.314268,GLADWIN RD & MACLURE RD,ABBOTSFORD,APRIL,Lower Mainland,2017,1
49.254637,-123.004255,CANADA WAY & WILLINGDON AVE,BURNABY,APRIL,Lower Mainland,2017,1
49.259632,-122.964631,LOUGHEED HWY & SPERLING AVE,BURNABY,APRIL,Lower Mainland,2017,1
49.166369,-121.958703,CHEAM AVE & HODGINS AVE & YALE RD,CHILLIWACK,APRIL,Lower Mainland,2017,1
49.27352,-122.790547,LOUGHEED HWY & WESTWOOD ST & TURNING LANE,COQUITLAM,APRIL,Lower Mainland,2017,1
49.13252,-122.890367,120 ST & MALL ACCESS,DELTA,APRIL,Lower Mainland,2017,1
49.163208,-122.890341,120 ST & 88 AVE,DELTA,APRIL,Lower Mainland,2017,1
49.1151,-122.656727,204 ST & 62 AVE & TURNING LANE & UNSIGNED,LANGLEY,APRIL,Lower Mainland,2017,1
49.141533,-122.338416,VAN VELZEN AVE & WREN ST,MISSION,APRIL,Lower Mainland,2017,1
49.317895,-123.072561,E 11TH ST & LONSDALE AVE & W 8TH ST,NORTH VANCOUVER,APRIL,Lower Mainland,2017,1
49.323815,-123.104899,LLOYD AVE & MARINE DR,NORTH VANCOUVER,APRIL,Lower Mainland,2017,1
49.324292,-123.122442,CAPILANO RD & MARINE DR & MATHIAS RD & TURNING LANE,NORTH VANCOUVER,APRIL,Lower Mainland,2017,1
49.266106,-122.777793,LIONS WAY & SHAUGHNESSY ST & MALL ACCESS,PORT COQUITLAM,APRIL,Lower Mainland,2017,1
49.27352,-122.790547,LOUGHEED HWY & WESTWOOD ST & TURNING LANE,PORT COQUITLAM,APRIL,Lower Mainland,2017,1
49.166486,-123.131494,COOK RD & COONEY RD,RICHMOND,APRIL,Lower Mainland,2017,1
49.045604,-122.795707,154 ST & 24 AVE,SURREY,APRIL,Lower Mainland,2017,1
49.118731,-122.71259,184 ST & 64 AVE,SURREY,APRIL,Lower Mainland,2017,1
49.13252,-122.890367,120 ST & MALL ACCESS,SURREY,APRIL,Lower Mainland,2017,1
49.146262,-122.845775,79 AVE & KING GEORGE BLVD,SURREY,APRIL,Lower Mainland,2017,1
49.150255,-122.867964,128 ST & 82 AVE & TURNING LANE,SURREY,APRIL,Lower Mainland,2017,1
49.163208,-122.890341,120 ST & 88 AVE,SURREY,APRIL,Lower Mainland,2017,1
49.18428,-122.843225,100 AVE & WHALLEY BLVD,SURREY,APRIL,Lower Mainland,2017,1
49.187799,-122.843223,102 AVE & WHALLEY BLVD,SURREY,APRIL,Lower Mainland,2017,1
49.230988,-123.162893,LARCH ST & W 45TH AVE,VANCOUVER,APRIL,Lower Mainland,2017,1
49.235922,-123.065471,E 38TH AVE & VICTORIA DR,VANCOUVER,APRIL,Lower Mainland,2017,1
49.240248,-123.082372,E 33RD AVE & ROSS ST,VANCOUVER,APRIL,Lower Mainland,2017,1
49.248018,-123.071292,KINGSWAY & PERRY ST,VANCOUVER,APRIL,Lower Mainland,2017,1
49.250639,-123.049615,E 22ND AVE & SLOCAN ST,VANCOUVER,APRIL,Lower Mainland,2017,1
49.257799,-123.056635,GRANDVIEW HWY S & NANAIMO ST,VANCOUVER,APRIL,Lower Mainland,2017,1
49.258724,-123.120056,HEATHER ST & W 14TH AVE,VANCOUVER,APRIL,Lower Mainland,2017,1
49.262072,-123.104917,E 10TH AVE & ONTARIO ST & W 10TH AVE,VANCOUVER,APRIL,Lower Mainland,2017,1
49.262555,-123.133753,BIRCH ST & W 10TH AVE,VANCOUVER,APRIL,Lower Mainland,2017,1
49.262898,-123.155334,W 10TH AVE & YEW ST,VANCOUVER,APRIL,Lower Mainland,2017,1
49.26476,-123.152883,ARBUTUS ST & W 8TH AVE,VANCOUVER,APRIL,Lower Mainland,2017,1
49.265199,-123.079402,E 6TH AVE & KEITH DR,VANCOUVER,APRIL,Lower Mainland,2017,1
49.265417,-123.143322,PINE ST & W 7TH AVE,VANCOUVER,APRIL,Lower Mainland,2017,1
49.266721,-123.11478,CAMBIE ST BRIDGE & W 2ND AVE,VANCOUVER,APRIL,Lower Mainland,2017,1
49.268561,-123.181736,COLLINGWOOD ST & W 4TH AVE,VANCOUVER,APRIL,Lower Mainland,2017,1
49.268731,-123.073522,E 2ND AVE & WOODLAND DR,VANCOUVER,APRIL,Lower Mainland,2017,1
49.268754,-123.077385,CLARK DR & E 2ND AVE,VANCOUVER,APRIL,Lower Mainland,2017,1
49.26882,-123.140806,FIR ST & W 3RD AVE,VANCOUVER,APRIL,Lower Mainland,2017,1
49.271612,-123.150292,MAPLE ST & YORK AVE,VANCOUVER,APRIL,Lower Mainland,2017,1
49.271832,-123.162136,LARCH ST & YORK AVE,VANCOUVER,APRIL,Lower Mainland,2017,1
49.273771,-123.127463,PACIFIC ST & RICHARDS ST,VANCOUVER,APRIL,Lower Mainland,2017,1
49.277132,-123.107677,PACIFIC BLVD & PAT QUINN WAY,VANCOUVER,APRIL,Lower Mainland,2017,1
49.277667,-123.077246,ADANAC ST & CLARK DR,VANCOUVER,APRIL,Lower Mainland,2017,1
49.277669,-123.131347,BURRARD ST & HARWOOD ST,VANCOUVER,APRIL,Lower Mainland,2017,1
49.278256,-123.134424,PACIFIC ST & THURLOW ST,VANCOUVER,APRIL,Lower Mainland,2017,1
49.281213,-123.116191,RICHARDS ST & W GEORGIA ST,VANCOUVER,APRIL,Lower Mainland,2017,1
49.282429,-123.104267,CARRALL ST & E CORDOVA ST & W CORDOVA ST,VANCOUVER,APRIL,Lower Mainland,2017,1
49.28795,-123.119733,THURLOW ST & W HASTINGS ST,VANCOUVER,APRIL,Lower Mainland,2017,1
49.290575,-123.130597,CARDERO ST & W GEORGIA ST & W PENDER ST,VANCOUVER,APRIL,Lower Mainland,2017,1
49.290766,-123.146722,BEACH AVE & STANLEY PARK DR & TURNING LANE,VANCOUVER,APRIL,Lower Mainland,2017,1
49.291479,-123.135476,DENMAN ST & ROBSON ST,VANCOUVER,APRIL,Lower Mainland,2017,1
49.351919,-123.203454,CHIPPENDALE RD & CYPRESS BOWL RD,WEST VANCOUVER,APRIL,Lower Mainland,2017,1
49.358522,-123.278602,GLENEAGLES DR & MARINE DR,WEST VANCOUVER,APRIL,Lower Mainland,2017,1
49.036211,-122.293229,CORNWALL AVE & LYNN AVE & MCCALLUM RD,ABBOTSFORD,AUGUST,Lower Mainland,2017,1
49.038205,-122.309544,MARSHALL RD & PRIMROSE ST,ABBOTSFORD,AUGUST,Lower Mainland,2017,1
49.045937,-122.348711,PEARDONVILLE RD & SOUTH FRASER WAY,ABBOTSFORD,AUGUST,Lower Mainland,2017,1
49.048997,-122.292984,ESSENDENE AVE & MCCALLUM RD & SOUTH FRASER WAY & PARKING LOT & TURNING LANE,ABBOTSFORD,AUGUST,Lower Mainland,2017,1
49.051157,-122.318318,EMERSON ST & SOUTH FRASER WAY & UNSIGNED,ABBOTSFORD,AUGUST,Lower Mainland,2017,1
49.054995,-122.312904,GEORGE FERGUSON WAY & NELSON PL,ABBOTSFORD,AUGUST,Lower Mainland,2017,1
49.213091,-122.957775,18TH AVE & GRIFFITHS DR,BURNABY,AUGUST,Lower Mainland,2017,1
49.224089,-122.940994,CANADA WAY & EDMONDS ST,BURNABY,AUGUST,Lower Mainland,2017,1
49.230223,-123.004835,KINGSWAY & WILLINGDON AVE & TURNING LANE,BURNABY,AUGUST,Lower Mainland,2017,1
49.232994,-123.013519,GRANGE ST & PATTERSON AVE,BURNABY,AUGUST,Lower Mainland,2017,1
49.235515,-123.0199,BOND ST & SMITH AVE,BURNABY,AUGUST,Lower Mainland,2017,1
49.254663,-123.015098,CANADA WAY & CURLE AVE,BURNABY,AUGUST,Lower Mainland,2017,1
49.107541,-121.93533,PROMONTORY RD & UPLANDS RD,CHILLIWACK,AUGUST,Lower Mainland,2017,1
49.171308,-121.962887,CORBOULD ST & SPADINA AVE,CHILLIWACK,AUGUST,Lower Mainland,2017,1
49.253928,-122.869001,BLUE MOUNTAIN ST & WINSLOW AVE,COQUITLAM,AUGUST,Lower Mainland,2017,1
49.287513,-122.801535,DURANT DR & JOHNSON ST,COQUITLAM,AUGUST,Lower Mainland,2017,1
49.11933,-122.890416,120 ST & 64 AVE,DELTA,AUGUST,Lower Mainland,2017,1
49.406684,-123.523149,GIBSONS WAY & PARK RD,GIBSONS,AUGUST,Lower Mainland,2017,1
49.058044,-122.470744,272 ST & FRASER HWY,LANGLEY,AUGUST,Lower Mainland,2017,1
49.069418,-122.536944,248 ST & FRASER HWY,LANGLEY,AUGUST,Lower Mainland,2017,1
49.131694,-122.617246,216 ST & GLOVER RD,LANGLEY,AUGUST,Lower Mainland,2017,1
49.153234,-122.590912,GLOVER RD & RAWLISON CRES,LANGLEY,AUGUST,Lower Mainland,2017,1
49.305271,-123.019825,DOLLARTON HWY & RIVERSIDE DR W,NORTH VANCOUVER,AUGUST,Lower Mainland,2017,1
49.311036,-123.014719,MT SEYMOUR PKY & RIVERSIDE DR & TURNING LANE,NORTH VANCOUVER,AUGUST,Lower Mainland,2017,1
49.31343,-123.077042,E 3RD ST & LONSDALE AVE & W 3RD ST,NORTH VANCOUVER,AUGUST,Lower Mainland,2017,1
49.323237,-123.094577,FELL AVE & W 16TH ST,NORTH VANCOUVER,AUGUST,Lower Mainland,2017,1
49.323815,-123.104899,LLOYD AVE & MARINE DR,NORTH VANCOUVER,AUGUST,Lower Mainland,2017,1
49.32606,-123.056239,BOULEVARD CRES & E 19TH ST & GRAND BLVD E,NORTH VANCOUVER,AUGUST,Lower Mainland,2017,1
49.140841,-123.125243,GARDEN CITY RD & WILLIAMS RD,RICHMOND,AUGUST,Lower Mainland,2017,1
49.141033,-123.181365,NO 1 RD & WILLIAMS RD,RICHMOND,AUGUST,Lower Mainland,2017,1
49.143918,-123.16981,RAILWAY AVE & WOODWARDS RD,RICHMOND,AUGUST,Lower Mainland,2017,1
49.162867,-123.125539,GARDEN CITY RD & GRANVILLE AVE & TURNING LANE,RICHMOND,AUGUST,Lower Mainland,2017,1
49.192133,-123.150671,MILLER RD & TEMPLETON ST,RICHMOND,AUGUST,Lower Mainland,2017,1
49.038358,-122.795716,154 ST & 20 AVE,SURREY,AUGUST,Lower Mainland,2017,1
49.053041,-122.867363,128 ST & CRESCENT RD,SURREY,AUGUST,Lower Mainland,2017,1
49.060161,-122.713453,184 ST & 32 AVE,SURREY,AUGUST,Lower Mainland,2017,1
49.11933,-122.890416,120 ST & 64 AVE,SURREY,AUGUST,Lower Mainland,2017,1
49.147961,-122.756454,168 ST & FRASER HWY & TURNING LANE,SURREY,AUGUST,Lower Mainland,2017,1
49.148239,-122.781725,159 ST & 80 AVE,SURREY,AUGUST,Lower Mainland,2017,1
49.14854,-122.886677,121A ST & 80 AVE,SURREY,AUGUST,Lower Mainland,2017,1
49.15734,-122.778895,160 ST & FRASER HWY & TURNING LANE,SURREY,AUGUST,Lower Mainland,2017,1
49.177095,-122.856838,132 ST & 96 AVE,SURREY,AUGUST,Lower Mainland,2017,1
49.186146,-122.800941,101 AVE & 152 ST,SURREY,AUGUST,Lower Mainland,2017,1
49.20811,-122.86664,112B AVE & 128 ST & BRIDGEVIEW DR,SURREY,AUGUST,Lower Mainland,2017,1
49.234777,-123.19622,CAMOSUN ST & SW MARINE DR & W 41ST AVE & TURNING LANE,UBC,AUGUST,Lower Mainland,2017,1
49.217841,-123.056324,ASHBURN ST & UPLAND DR,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.220159,-123.041281,E 54TH AVE & KERR ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.229283,-123.040287,E 45TH AVE & KERR ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.231148,-123.038783,E 43RD AVE & MCKINNON ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.23306,-123.101517,E 41ST AVE & MAIN ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.234143,-123.035895,JOYCE ST & KINGSWAY,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.234777,-123.19622,CAMOSUN ST & SW MARINE DR & W 41ST AVE & TURNING LANE,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.238291,-123.155447,ARBUTUS ST & W 37TH AVE & WEST BOULEVARD,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.243075,-123.043582,EARLES ST & VANNESS AVE,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.254728,-123.096543,E 18TH AVE & PRINCE EDWARD ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.25641,-123.033792,E 15TH AVE & RUPERT ST & WORTHINGTON DR,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.25819,-123.046994,GRANDVIEW HWY & KASLO ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.259523,-123.06207,E 12TH AVE & GRANDVIEW HWY S & LAKEWOOD DR,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.260193,-123.101079,E 12TH AVE & MAIN ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.261417,-123.077602,CLARK DR & E 10TH AVE,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.262455,-123.085264,E BROADWAY & ST CATHERINES ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.262481,-123.089134,E BROADWAY & FRASER ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.262898,-123.155334,W 10TH AVE & YEW ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.263766,-123.104855,E 8TH AVE & ONTARIO ST & W 8TH AVE,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.263801,-123.106801,MANITOBA ST & W 8TH AVE,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.265048,-123.065851,E 6TH AVE & VICTORIA DR,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.265268,-123.13366,BIRCH ST & W 7TH AVE,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.265763,-123.114674,CAMBIE ST & W 6TH AVE,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.266634,-123.112745,W 5TH AVE & YUKON ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.268005,-123.14564,BURRARD ST & W 4TH AVE,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.269078,-123.100707,E 2ND AVE & MAIN ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.269194,-123.164516,TRAFALGAR ST & W 3RD AVE,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.270239,-123.106638,MANITOBA ST & W 1ST AVE,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.270666,-123.145483,BURRARD ST & W 1ST AVE,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.271649,-123.152636,ARBUTUS ST & YORK AVE,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.274948,-123.101941,NATIONAL AVE & QUEBEC ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.277339,-123.081372,GLEN DR & UNION ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.277399,-123.084959,CAMPBELL AVE & UNION ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.278645,-123.107641,ABBOTT ST & EXPO BLVD & PAT QUINN WAY,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.279284,-123.137129,BEACH AVE & BUTE ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.280488,-123.111556,CAMBIE ST & DUNSMUIR ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.280513,-123.138363,BEACH AVE & JERVIS ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.280536,-123.124983,HORNBY ST & NELSON ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.281344,-123.0771,CLARK DR & E HASTINGS ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.281401,-123.102263,COLUMBIA ST & E HASTINGS ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.283756,-123.120092,HORNBY ST & W GEORGIA ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.284067,-123.097836,ALEXANDER ST & GORE AVE,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.28795,-123.119733,THURLOW ST & W HASTINGS ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.288672,-123.139697,COMOX ST & DENMAN ST,VANCOUVER,AUGUST,Lower Mainland,2017,1
49.32717,-123.134922,MARINE DR & TAYLOR WAY & TURNING LANE,WEST VANCOUVER,AUGUST,Lower Mainland,2017,1
49.370288,-123.279811,MARINE DR & NELSON AVE & ROSEBERY AVE & TURNING LANE,WEST VANCOUVER,AUGUST,Lower Mainland,2017,1
49.219131,-122.98293,BERESFORD ST & MACPHERSON AVE,BURNABY,DECEMBER,Lower Mainland,2017,1
49.224601,-122.924329,13TH AVE & 2ND ST,BURNABY,DECEMBER,Lower Mainland,2017,1
49.229501,-123.002652,KINGSWAY & MCKAY AVE,BURNABY,DECEMBER,Lower Mainland,2017,1
49.145179,-121.977627,EVANS RD & YALE RD,CHILLIWACK,DECEMBER,Lower Mainland,2017,1
49.164263,-121.952582,RAILWAY AVE & YOUNG RD,CHILLIWACK,DECEMBER,Lower Mainland,2017,1
49.149164,-122.943319,NORDEL CRT & NORDEL WAY & RIVER WAY,DELTA,DECEMBER,Lower Mainland,2017,1
49.149615,-122.238601,LOUGHEED HWY & SHOOK ST,MISSION,DECEMBER,Lower Mainland,2017,1
49.334123,-123.072045,E 27TH ST & LONSDALE AVE & W 27TH ST,NORTH VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.166492,-123.133694,BUSWELL ST & COOK RD,RICHMOND,DECEMBER,Lower Mainland,2017,1
49.192007,-123.124384,BRIDGEPORT RD & GREAT CANADIAN WAY,RICHMOND,DECEMBER,Lower Mainland,2017,1
49.03401,-122.779214,160 ST & KING GEORGE BLVD,SURREY,DECEMBER,Lower Mainland,2017,1
49.121909,-122.735025,176 ST & 65A AVE,SURREY,DECEMBER,Lower Mainland,2017,1
49.133605,-122.834459,140 ST & 72 AVE,SURREY,DECEMBER,Lower Mainland,2017,1
49.1337,-122.856661,132 ST & 72 AVE,SURREY,DECEMBER,Lower Mainland,2017,1
49.170079,-122.840144,138 ST & 92 AVE,SURREY,DECEMBER,Lower Mainland,2017,1
49.184272,-122.845453,100 AVE & KING GEORGE BLVD,SURREY,DECEMBER,Lower Mainland,2017,1
49.198795,-122.823043,108 AVE & 144 ST,SURREY,DECEMBER,Lower Mainland,2017,1
49.213145,-123.140369,GRANVILLE ST & W 64TH AVE,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.229376,-123.05492,CLARENDON ST & E 45TH AVE & ELLIOTT ST,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.245123,-123.02379,BOUNDARY RD & E 29TH AVE,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.247068,-123.178584,BLENHEIM ST & W 28TH AVE,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.252898,-123.11267,W 20TH AVE & YUKON ST,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.259628,-123.077527,CLARK DR & E 12TH AVE,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.260645,-123.062059,GRANDVIEW HWY N & LAKEWOOD DR,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.261973,-123.098668,E 10TH AVE & KINGSWAY,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.26228,-123.11757,ASH ST & W 10TH AVE,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.264173,-123.173993,BALACLAVA ST & W BROADWAY,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.265083,-123.121774,W 7TH AVE & WILLOW ST,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.266182,-123.138468,GRANVILLE ST & W 6TH AVE,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.266785,-123.090802,CAROLINA ST & GREAT NORTHERN WAY,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.276078,-123.118097,CAMBIE ST & NELSON ST,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.276646,-123.065622,VENABLES ST & VICTORIA DR,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.277548,-123.068349,ADANAC ST & SALSBURY DR,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.278046,-123.106155,CARRALL ST & EXPO BLVD,VANCOUVER,DECEMBER,Lower Mainland,2017,1
49.280381,-123.099699,E PENDER ST & MAIN ST,VANCOUVER,DECEMBER,Lower Mainland,2017,1
